consci1,consci2,consci3,consci4,consci5,consci6,emostab1,emostab2,emostab3,emostab4,emostab5,emostab6,orgcon1,orgcon2,orgcon3,orgcon4,orgcon5,orgcon6,workbeh1,workbeh2,workbeh3,workbeh4,workbeh5,workbeh6,consci,emostab,orgcon,workbeh,conrating
5,4,5,4,4,5,4,4,4,5,4,3,3,3,2,5,2,3,3,1,2,2,2,2,4.5,4,3,2,1
4,2,5,5,5,3,4,5,5,5,4,5,2,3,2,2,3,1,1,1,1,1,1,1,4,4.67,2.17,1,0
5,4,5,5,5,4,3,4,4,4,5,3,4,3,5,3,4,1,2,2,1,1,2,2,4.67,3.83,3.33,1.67,1
5,3,4,3,5,5,3,5,4,4,4,5,2,3,1,1,2,3,1,1,1,3,1,2,4.17,4.17,2,1.5,0
5,5,5,4,5,5,4,4,5,4,5,5,1,2,2,5,2,2,2,1,1,2,1,2,4.83,4.5,2.33,1.5,1
4,4,4,4,4,5,3,5,3,5,4,3,3,3,1,2,2,2,1,1,2,1,1,2,4.17,3.83,2.17,1.33,0
4,4,5,3,4,5,4,2,4,4,4,4,2,2,3,2,3,2,1,2,1,1,2,2,4.17,3.67,2.33,1.5,0
4,4,5,3,5,4,5,3,5,5,5,5,1,1,1,1,1,1,1,2,2,1,2,1,4.17,4.67,1,1.5,0
4,2,3,2,5,5,2,4,2,1,4,2,2,2,3,4,3,2,1,1,2,1,1,1,3.5,2.5,2.67,1.17,0
5,3,4,3,5,5,5,5,4,4,5,4,2,2,1,2,4,4,1,1,1,1,2,1,4.17,4.5,2.5,1.17,0
5,4,5,2,4,3,3,4,1,4,4,4,2,4,5,5,4,2,2,2,1,2,2,2,3.83,3.33,3.67,1.83,0
1,1,4,2,2,3,2,3,4,3,2,1,2,3,4,3,3,3,2,3,2,2,2,2,2.17,2.5,3,2.17,0
4,2,1,1,2,1,4,4,2,4,5,3,3,2,2,4,2,4,2,2,3,5,3,2,1.83,3.67,2.83,2.83,0
5,5,5,5,5,5,4,4,2,3,4,4,3,4,2,2,4,4,5,3,3,2,3,4,5,3.5,3.17,3.33,1
5,5,5,4,4,4,1,1,3,3,4,4,2,1,1,2,1,1,1,2,1,2,1,1,4.5,2.67,1.33,1.33,1
3,3,4,5,1,5,4,3,4,4,4,4,1,5,2,2,3,2,1,1,2,2,1,1,3.5,3.83,2.5,1.33,0
4,3,2,3,2,3,3,4,4,1,4,4,5,5,5,5,4,5,2,1,3,2,3,3,2.83,3.33,4.83,2.33,0
1,2,4,2,2,3,3,5,4,3,4,3,3,5,3,4,3,3,3,1,3,3,2,4,2.33,3.67,3.5,2.67,0
3,3,5,4,4,5,2,3,1,3,3,2,1,1,2,2,1,2,1,1,1,1,1,1,4,2.33,1.5,1,0
4,4,5,5,3,5,4,4,5,4,5,4,5,5,3,2,4,2,1,1,1,1,1,1,4.33,4.33,3.5,1,0
5,4,4,4,5,5,2,4,3,3,1,2,5,5,5,5,5,5,3,3,3,3,3,3,4.5,2.5,5,3,1
2,3,3,3,4,3,2,4,3,2,3,1,4,3,4,5,4,5,2,1,1,2,3,2,3,2.5,4.17,1.83,0
4,5,5,3,3,3,4,5,3,1,3,5,5,5,5,5,5,5,2,4,2,2,2,3,3.83,3.5,5,2.5,0
4,3,2,4,4,3,4,4,3,2,1,4,4,4,3,3,3,5,3,3,2,3,2,1,3.33,3,3.67,2.33,0
5,4,5,4,4,3,4,5,5,4,4,4,1,5,2,1,1,4,2,2,2,2,2,3,4.17,4.33,2.33,2.17,0
2,5,4,5,4,4,1,4,4,2,2,4,5,4,4,2,2,4,1,1,1,2,1,1,4,2.83,3.5,1.17,0
5,5,5,5,5,5,4,2,4,4,3,4,1,2,1,2,2,2,2,1,2,1,1,2,5,3.5,1.67,1.5,1
2,4,4,3,4,5,4,4,4,4,4,3,1,1,2,3,3,3,1,2,1,1,2,1,3.67,3.83,2.17,1.33,0
4,4,5,4,3,4,2,3,5,4,2,4,2,3,3,2,1,1,2,1,1,2,1,1,4,3.33,2,1.33,0
4,4,1,2,1,5,4,4,3,4,5,4,5,4,3,2,5,3,3,2,3,2,2,1,2.83,4,3.67,2.17,0
5,5,4,5,5,5,4,4,4,5,5,2,2,3,2,2,1,1,2,2,1,1,2,1,4.83,4,1.83,1.5,1
5,5,3,4,5,5,3,4,3,3,5,4,2,2,2,4,4,2,1,1,1,1,1,2,4.5,3.67,2.67,1.17,1
4,3,2,1,4,3,4,5,5,5,5,5,2,2,1,2,1,1,1,1,1,1,1,1,2.83,4.83,1.5,1,0
5,5,5,5,5,5,3,2,4,1,2,1,4,3,3,5,3,5,1,2,2,1,2,2,5,2.17,3.83,1.67,1
5,2,4,1,2,5,3,4,4,3,5,1,1,2,3,2,4,4,1,3,1,1,2,1,3.17,3.33,2.67,1.5,0
5,5,5,4,5,5,4,4,4,4,4,3,3,3,3,3,3,5,1,1,1,1,2,3,4.83,3.83,3.33,1.5,1
2,4,3,3,2,3,3,4,4,4,3,4,5,4,5,2,4,4,2,3,2,2,3,2,2.83,3.67,4,2.33,0
4,3,3,4,2,3,4,4,4,5,5,5,5,5,2,5,4,5,3,5,2,2,3,5,3.17,4.5,4.33,3.33,0
1,4,2,4,5,2,3,5,4,5,3,4,4,4,2,2,3,2,1,2,2,2,3,3,3,4,2.83,2.17,0
4,3,4,3,4,4,4,5,4,4,3,4,2,5,4,2,3,2,2,2,2,3,3,2,3.67,4,3,2.33,0
2,2,1,1,2,5,4,4,4,4,4,5,2,2,2,2,3,3,2,1,1,2,3,1,2.17,4.17,2.33,1.67,0
4,3,3,4,5,2,4,1,3,1,1,4,3,2,2,4,5,2,2,1,2,1,3,1,3.5,2.33,3,1.67,0
2,1,1,2,3,4,1,1,1,1,1,4,2,2,2,4,2,2,1,1,1,1,1,1,2.17,1.5,2.33,1,0
1,2,1,1,1,1,2,4,1,2,1,4,1,5,5,2,2,3,2,1,2,1,2,2,1.17,2.33,3,1.67,0
4,4,5,4,4,5,4,3,2,2,2,4,1,1,1,2,1,2,1,1,1,2,1,1,4.33,2.83,1.33,1.17,0
5,4,3,4,5,4,1,4,2,3,3,2,2,3,4,3,4,3,1,1,2,1,2,3,4.17,2.5,3.17,1.67,0
4,5,5,4,4,5,4,3,4,4,4,2,2,3,2,3,3,3,2,3,1,2,2,3,4.5,3.5,2.67,2.17,1
2,3,1,3,2,3,3,4,4,4,3,3,2,1,2,2,2,2,1,1,1,1,1,1,2.33,3.5,1.83,1,0
3,4,2,4,4,3,2,4,3,4,3,3,1,1,1,1,2,2,1,3,2,1,1,1,3.33,3.17,1.33,1.5,0
5,5,5,5,5,5,4,4,4,4,3,5,3,2,2,4,3,2,2,1,2,1,1,1,5,4,2.67,1.33,1
4,5,5,4,4,2,4,3,2,5,3,3,3,3,3,5,3,3,3,1,1,2,2,2,4,3.33,3.33,1.83,0
1,3,2,3,1,1,4,1,4,4,4,4,2,2,1,2,2,2,1,2,1,2,1,1,1.83,3.5,1.83,1.33,0
2,5,1,4,4,3,5,5,5,4,3,4,1,1,2,2,1,1,1,3,2,2,1,2,3.17,4.33,1.33,1.83,0
4,4,4,4,4,4,3,4,4,4,5,4,2,5,3,3,2,5,3,5,3,5,3,3,4,4,3.33,3.67,0
3,3,4,1,2,4,2,2,4,2,3,3,3,2,3,2,2,1,1,1,1,1,1,1,2.83,2.67,2.17,1,0
3,2,4,2,5,5,4,4,5,4,4,5,5,5,5,5,5,5,5,3,3,3,3,2,3.5,4.33,5,3.17,0
5,4,5,3,5,5,1,1,1,1,1,2,2,4,3,3,4,2,2,1,1,2,1,1,4.5,1.17,3,1.33,1
4,4,3,5,5,4,4,5,4,5,4,5,4,2,2,3,4,3,1,1,1,1,1,1,4.17,4.5,3,1,0
3,4,4,3,4,4,4,4,4,5,5,5,2,5,3,4,2,5,1,3,1,3,3,3,3.67,4.5,3.5,2.33,0
1,3,4,3,4,3,3,3,3,4,3,2,2,1,1,2,4,2,1,1,1,1,1,1,3,3,2,1,0
5,4,3,1,4,3,4,4,2,4,3,4,3,2,2,3,3,5,3,2,2,1,3,3,3.33,3.5,3,2.33,0
3,4,4,4,5,3,2,1,2,1,1,1,5,3,2,3,4,3,1,2,1,1,1,1,3.83,1.33,3.33,1.17,0
3,2,1,2,3,3,1,1,1,1,1,1,2,1,1,2,3,2,2,3,2,3,3,2,2.33,1,1.83,2.5,0
1,4,4,4,2,5,4,4,3,3,2,4,2,2,1,1,2,1,1,1,1,2,1,2,3.33,3.33,1.5,1.33,0
4,5,5,4,4,4,3,3,3,2,4,4,5,2,5,2,3,5,3,3,2,1,3,3,4.33,3.17,3.67,2.5,0
3,3,2,1,1,4,5,4,4,5,5,4,5,4,5,5,2,3,3,2,3,2,4,2,2.33,4.5,4,2.67,0
2,5,4,5,3,3,3,3,3,4,1,2,2,2,5,5,4,5,2,1,1,2,1,1,3.67,2.67,3.83,1.33,0
5,4,4,4,4,5,2,1,3,2,2,1,2,4,2,3,3,5,3,3,1,3,3,2,4.33,1.83,3.17,2.5,0
3,3,2,4,1,1,4,2,4,4,5,4,5,2,2,2,3,3,2,2,1,1,2,1,2.33,3.83,2.83,1.5,0
5,5,5,5,5,5,4,2,4,4,4,4,4,4,3,3,5,5,1,2,1,2,3,1,5,3.67,4,1.67,1
5,5,5,5,5,5,3,2,5,4,5,3,5,5,5,5,5,5,1,1,1,1,2,1,5,3.67,5,1.17,1
1,4,3,4,3,1,3,2,2,3,2,1,3,4,5,2,3,3,1,2,2,2,2,2,2.67,2.17,3.33,1.83,0
4,5,5,1,4,5,1,3,4,3,5,3,1,4,2,2,3,2,3,2,2,2,2,3,4,3.17,2.33,2.33,0
2,4,5,4,4,5,2,2,3,2,2,1,5,5,5,4,2,3,4,5,2,2,1,1,4,2,4,2.5,0
3,1,4,2,3,3,5,5,5,4,5,4,3,2,2,4,3,4,2,2,2,1,1,1,2.67,4.67,3,1.5,0
2,2,4,1,4,4,3,2,3,2,1,3,2,2,4,5,4,2,3,2,3,3,3,3,2.83,2.33,3.17,2.83,0
5,4,5,5,2,5,4,4,4,3,5,1,3,2,2,2,3,2,1,1,1,1,1,1,4.33,3.5,2.33,1,0
